train_loss,val_loss,train_region_acc,val_region_acc,train_finger_acc,val_finger_acc
2.787442860749801,2.7117870437855625,0.6126279863481229,0.5714285714285714,0.23122866894197952,0.33163265306122447
2.7383143486830153,2.5987814299914302,0.6126279863481229,0.5714285714285714,0.2295221843003413,0.29591836734693877
2.7244945727924437,2.597112563191628,0.5554607508532423,0.5714285714285714,0.22184300341296928,0.17346938775510204
2.718316397976143,2.5761570784510397,0.590443686006826,0.5714285714285714,0.22866894197952217,0.27040816326530615
2.68603239205917,2.527517245740307,0.6348122866894198,0.6479591836734694,0.22440273037542663,0.33163265306122447
2.64913652699962,2.5364015248357035,0.5972696245733788,0.6428571428571429,0.26621160409556316,0.37755102040816324
2.588775262490881,2.287989390139677,0.5767918088737202,0.6938775510204082,0.2721843003412969,0.413265306122449
2.4973213880135336,2.251584522578181,0.5981228668941979,0.6785714285714286,0.29692832764505117,0.3673469387755102
2.4171540305883,2.100797231708254,0.6262798634812287,0.6530612244897959,0.32849829351535836,0.4336734693877551
2.2330986594991065,2.0671429342153123,0.6723549488054608,0.7244897959183674,0.36945392491467577,0.3877551020408163
2.095398320272921,1.9318165660512692,0.7303754266211604,0.7602040816326531,0.3728668941979522,0.41836734693877553
1.9442336319249645,1.8113781268499336,0.7508532423208191,0.7755102040816326,0.42235494880546076,0.45918367346938777
1.8405861034735072,1.7820026746817998,0.7977815699658704,0.7755102040816326,0.44112627986348124,0.41836734693877553
1.7119449708648915,1.7279720425377696,0.8080204778156996,0.7908163265306123,0.4880546075085324,0.4744897959183674
1.649467806970707,1.625823217805247,0.8302047781569966,0.7755102040816326,0.5059726962457338,0.5714285714285714
1.4881877544186628,1.6186131073199972,0.8600682593856656,0.8163265306122449,0.5273037542662116,0.5255102040816326
1.4389370152974699,1.7031048551505925,0.8626279863481229,0.7908163265306123,0.5324232081911263,0.5510204081632653
1.3349127396178326,1.5775977329027897,0.8873720136518771,0.8112244897959183,0.5776450511945392,0.5
1.270225190058503,1.6082525171187458,0.893344709897611,0.7908163265306123,0.5844709897610921,0.5561224489795918
1.23028683326757,1.59627747360845,0.9027303754266212,0.8010204081632653,0.5930034129692833,0.5408163265306123
